clientOrderId,clientUserId,createDate,flow,price,finishDate,updateDate,updator,storeId,disName,sDate,eDate,realStartDate,realEndDate,startDistance,endDistance,payId,prePrice,payDate,plusPrice,checkTitle,checkUniNo,cancelNote,email,clientType,reserveNote,clientNote,deposit,returnStoreId,rentDateType,vatNo,vatCompanyTitle,promotionCode,discount,depositPayMethod,endPayMethod,beforePay,beforePayMethod,beforePrice,beforeOrginPrice,beforeDiscount,cancelReasonType,qty,carrierNum,getType,rentKeyBoxId,returnKeyBoxId,ecoNo,asiaMilesId,plusCancelInsurance
16143305278220099,B122934123,20210226170847,400,130,,20210226180653,哲哲,1,,20210227130000,20210228170000,20210226180320,20210226180426,15496,15496,,1460,,30,,,,,1,尚未收取訂金,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16143309889150348,N124757339,20210226171628,500,7480,,20210309125923,asd91125,1,,20210209100000,20210309100000,20210226173644,20210309125735,13500,13718,,7480,,0,,,,,1,長租客ㄧ個月 已收款項 已收押金1000元,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16143311315570120,T223676681,20210226171851,500,119190,,20210821092048,admin,1,,20210104090000,20220101090000,20210226173913,20210821092048,2581,2582,,119190,20210821092048,300,,,,,1,國衛屏東長租客ㄧ年 已收款項 加購第三人責任險,,0,,1,,,00790,790,,CASH,T,,0,0,0,,1,,0,,,,,0
16143312533660035,T223676681,20210226172053,500,178160,,20211115092017,admin,1,,20210104090000,20211231090000,20210226174030,20211115091203,1645,1646,,178160,20211115092017,,,,,,1,國衛屏東長租客ㄧ年 已收款項 加購第三人責任險,,0,,1,,,,0,,CASH,T,,0,0,0,,1,,0,,,,,0
16143313544180601,J121680758,20210226172234,400,15640,,20210321130534,哲哲,1,,20210208140000,20210308140000,20210226174338,20210321130520,2398,2399,,6800,,0,,,,,1,長租客ㄧ個月 已收款項 已收押1000元 加購第三人責任險,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16143342325070939,F111111111,20210226181032,500,100,,20210226181639,哲哲,1,,20210226180000,20210227090000,20210226181427,20210226181608,15496,15497,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16143359330910042,F0988798019,20210226183853,1000,1910,,20210327082934,哲哲,1,,20210227130000,20210301180000,,,,,,,,,,,,,1,不收訂金待取車,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16143883554530824,S224062984,20210227091235,400,831,,20210301151230,Venson,1,,20210228140000,20210301140000,20210228171011,20210301151023,17308,17385,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16143884878670067,R124972873,20210227091447,1000,680,,20210301123932,哲哲,1,,20210228170000,20210301170000,,,,,,,,,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16143929822910171,F230848230,20210227102942,400,876,,20210227190244,哲哲,1,,20210227100000,20210227193000,20210227104404,20210227185951,8499,8591,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16144127229050866,L124986552,20210227155842,500,1600,,20210301163722,Venson,1,,20210227153000,20210301160000,20210227160755,20210301163315,20000,20000,,1460,,30,,,,,1,現場客人 台中來玩,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16144245722020716,R120650855,20210227191612,400,1898,,20210302121647,asd91125,1,,20210228090000,20210302090000,20210228095049,20210302121542,8592,8808,,1460,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16144773196530913,0933041007,20210228095519,400,861,,20210301111304,Venson,1,,20210228110000,20210301110000,20210228113233,20210301111022,8635,8782,,780,,100,,,,,1,Kkday 客人使用優惠碼 KKDAY00680,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16145739566870954,R223928222,20210301124556,400,680,,20210302121936,asd91125,1,,20210301123000,20210301190000,20210301124715,20210302121815,8782,8896,,680,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16146732874460113,F229477814,20210302162127,500,1760,,20210319151650,asd91125,1,,20210317120000,20210319120000,20210317125438,20210319151526,20000,20090,,1460,,-30,,,,,1,未收取訂金 老客戶,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16147343814870361,L224917595,20210303091941,500,550,,20210312124637,zoe,1,,20210311110000,20210312120000,20210311133459,20210312124431,6188,6243,,580,,-30,,,,,1,3/4已收訂金,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16147344689240077,A131089827,20210303092108,500,680,,20210304174018,asd91125,1,,20210303180000,20210304180000,20210303180934,20210304173623,6104,6178,,680,,0,,,,,1,當日訂單,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16148422676900233,U121417978,20210304151747,1000,680,,20210327082949,哲哲,1,,20210306190000,20210307180000,,,,,,,,,,,,,1,老客戶,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16148438913210490,R223897713,20210304154451,1000,680,,20210327082956,哲哲,1,,20210312210000,20210313190000,,,,,,,,,,,,,1,Kkday客人,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16149074031840228,F126639016,20210305092323,1000,680,,20210305145516,Zoe,1,,20210305030000,20210305190000,,,,,,,,,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16149126998460045,T125725461,20210305105139,500,650,,20210305161415,asd91125,1,,20210305110000,20210305180000,20210305110320,20210305161316,3258,3294,,680,,100,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16149227638550350,E124968433,20210305133923,500,950,,20210306144338,asd91125,1,,20210305140000,20210306140000,20210305134725,20210306144021,15438,15486,,890,,60,,,,,1,現場客人 非預約客,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16149407797420102,L125568085,20210305183939,400,780,,20210307190042,哲哲,1,,20210306190000,20210307190000,20210306185108,20210307185926,17460,17497,,780,,0,,,,,1,隔日訂單客人、不收訂金,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16149985866380847,N225794123,20210306104306,1000,680,,20210327083006,哲哲,1,,20210307100000,20210307180000,,,,,,,,,,,,,1,當日訂單 不收訂金,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16150791527890248,L100518993,20210307090552,500,580,,20210314115334,Kidd,1,,20210313120000,20210314150000,20210313133815,20210314115237,8048,8101,,800,,0,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16150949564450689,R121642012,20210307132916,500,780,,20210308120353,asd91125,1,,20210307130000,20210308133000,20210307133602,20210308115508,15667,15696,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16151053272310114,T123505872,20210307162207,400,1044,,20210403174817,哲哲,1,,20210402140000,20210403180000,20210402134526,20210403174700,16249,16377,,1130,,0,,,,,1,已完成預付訂金,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16151890361380291,FA30063279,20210308153716,500,780,,20210309133638,asd91125,1,,20210308153000,20210309153000,20210308154413,20210309133330,15696,15743,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16152528674020673,L125443510,20210309092107,1000,1360,,20210311120918,Zoe,1,,20210319090000,20210320170000,,,,,,,,,,,,,1,老客戶,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16152566247280754,0983835059,20210309102344,1000,20400,,20210411085534,哲哲,1,,20210410100000,20210510100000,,,,,,20400,,,,,,,1,長租一個月,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16152578656690858,0912848496,20210309104425,1000,21080,,20210309182935,Zoe,1,,20210312160000,20210412160000,,,,,,,,,,,,,1,長租一個月,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16152816700450684,E221604283,20210309172110,500,780,,20210310111024,asd91125,1,,20210309170000,20210310110000,20210309172407,20210310110801,15486,15539,,680,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16153705632510270,R223866950,20210310180243,400,580,,20210314162942,Kidd,1,,20210314090000,20210314170000,20210314101600,20210314162757,15771,15831,,480,,100,,,,,1,已收訂金600元,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16154347186130455,S124874124,20210311115158,400,320,,20210312125139,zoe,1,,20210312090000,20210312130000,20210312100454,20210312125027,8913,8946,,430,,-110,,,,,1,隔日訂單 無需付訂金,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16154604069820353,V121505125,20210311190006,400,813,,20210312145437,Kidd,1,,20210311190000,20210312190000,20210311190437,20210312144906,17497,17568,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16155117649950379,H122823149,20210312091559,1100,3280,,20210312093057,admin,1,,20210326090000,20210401090000,,,,,,,,,,,321,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16155194804670526,F230848230,20210312112440,500,983,,20210312204502,哲哲,1,,20210312110000,20210312210000,20210312113634,20210312204020,15540,15701,,680,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16155490946430160,A126315561,20210312193814,500,1460,,20210315090847,asd91125,1,,20210313100000,20210314183000,20210313091421,20210315090644,15651,15826,,1460,,0,,,,,1,"台北人,跟朋友出去",,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16156026050880119,S123562796,20210313103005,500,780,,20210317104012,asd91125,1,,20210316120000,20210317190000,20210316131313,20210317103145,6384,6405,,1460,,0,,,,,1,0,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16156064107480290,N124757339,20210313113330,400,19740,,20210411132948,哲哲,1,,20210313120000,20210413120000,20210313120510,20210411132923,8809,8810,,20880,,0,,,,,1,長租收押金1000元,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16156067043750927,E123726039,20210313113824,500,890,,20210314123239,Kidd,1,,20210313113000,20210314180000,20210313114502,20210314123202,6244,6361,,1460,,0,,,,,1,烏來玩,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16156186613980458,R223866950,20210313145741,400,660,,20210314162318,Kidd,1,,20210314090000,20210314163000,20210314101621,20210314162240,8947,9006,,680,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16156187013260139,R223866950,20210313145821,500,583,,20210314162728,Kidd,1,,20210314090000,20210314163000,20210314101708,20210314162356,3294,3355,,480,,120,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16156897357120641,FA30063279,20210314104215,400,798,,20210314174521,Kidd,1,,20210314103000,20210314170000,20210314104346,20210314174304,15702,15768,,780,,0,,,,,1,淡水旅遊,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16156935687790532,L223783960,20210314114608,400,650,,20210314163158,Kidd,1,,20210314113000,20210314190000,20210314114710,20210314163031,13719,13765,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16156937278100499,L224771946,20210314114847,400,783,,20210314181724,Kidd,1,,20210314113000,20210314190000,20210314115702,20210314181608,17569,17630,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16157012010800886,P124585763,20210314135321,500,320,,20210314152513,Kidd,1,,20210314133000,20210314190000,20210314135414,20210314152412,6361,6384,,650,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16157137290990219,V121571891,20210314172209,500,560,,20210328153902,asd91125,1,,20210328100000,20210330100000,20210328094110,20210328153748,8582,8629,,1370,,0,,,,,1,已收訂金200元,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16157720504970145,S123015425,20210315093410,500,1850,,20210321150501,哲哲,1,,20210319110000,20210321170000,20210319123329,20210321150208,13765,13912,,1910,,160,,,,,1,一台車,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16157797983110045,F129729268,20210315114318,1000,680,,20210315114501,Kidd,1,,20210315180000,20210316113000,,,,,,,,,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16157800407070774,K223092115,20210315114720,500,330,,20210315145659,asd91125,1,,20210315113000,20210315170000,20210315115254,20210315145139,15831,15867,,550,,0,,,,,1,考駕照非預約客,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16158016561120609,S124726909,20210315174736,500,1574,,20210317181720,asd91125,1,,20210316100000,20210317170000,20210316090848,20210317180934,17630,17788,,1460,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16158061712280901,F130932959,20210315190251,500,713,,20210316181951,asd91125,1,,20210315190000,20210316150000,20210315190804,20210316181730,9006,9077,,780,,-100,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16158070002610846,FA30063279,20210315191640,500,780,,20210316145752,asd91125,1,,20210315190000,20210316190000,20210315191913,20210316145338,15868,15911,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16158591015270490,T124660658,20210316094501,1100,280,,20210324152509,Zoe,1,,20210321160000,20210322153000,,,,,,480,,,,,致電取消,,1,已收訂金200元,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16158669390080127,C121296090,20210316115538,400,780,,20210316191017,asd91125,1,,20210316113000,20210316200000,20210316115824,20210316191005,15827,15851,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16158729222210294,0956800277,20210316133522,500,100,,20210319095546,asd91125,1,,20210318110000,20210319103000,20210318104156,20210319095141,15912,15948,,780,,-680,,,,,1,Kkday客人 已付款,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16158739060490432,K123244208,20210316135146,400,1614,,20210327130645,哲哲,1,,20210325183000,20210327183000,20210325190712,20210327130514,15906,16144,,1260,,0,,,,,1,已收訂金200元,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16158740587840608,A121517387,20210316135418,400,2232,,20210321192615,哲哲,1,,20210320100000,20210321190000,20210320094258,20210321191952,6408,6852,,1260,,0,,,,,1,已收訂金200元,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16158879051260917,S122199486,20210316174505,1000,1340,,20210319151358,Zoe,1,,20210319120000,20210320180000,,,,,,,,,,,致電取消 行程變動,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16159471094760287,0970932560,20210317101149,500,1460,,20210320172237,Kidd,1,,20210319090000,20210320183000,20210319094112,20210320171558,8101,8219,,1460,,0,,,,,1,KKday客人 已付款,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16159471679150238,0956800277,20210317101247,1000,680,,20210318093426,Zoe,1,,20210318100000,20210319100000,,,,,,,,,,,更改時間異動,,1,KKday客人 已付款,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16159477881580539,F129729268,20210317102308,1100,480,,20210317102346,哲哲,1,,20210317100000,20210318100000,,,,,,,,,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16159480793580167,F129729268,20210317102759,1000,220,,20210317105242,哲哲,1,,20210318083000,20210318100000,,,,,,220,,,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16159481807540885,F129729268,20210317102940,1000,680,,20210317103010,哲哲,1,,20210317100000,20210318100000,,,,,,,,,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16159496911120887,F129729268,20210317105451,500,780,,20210628095457,newepay,1,,20210317103000,20210318103000,20210317105539,20210317125359,10000,10001,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16159499923530595,F129729268,20210317105952,1000,680,,20210317110325,哲哲,1,,20210317103000,20210318103000,,,,,,,,,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16159502252080481,F129729268,20210317110345,1100,480,,20210317110626,哲哲,1,,20210317110000,20210318110000,,,,,,,,,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16159502971580084,F129729268,20210317110457,1000,680,,20210317124851,哲哲,1,,20210317110000,20210318110000,,,,,,,,,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16159734066190493,F124156952,20210317173006,500,610,,20210327122609,哲哲,1,,20210326160000,20210327180000,20210326154714,20210327122314,6702,6772,,910,,0,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16160316889850178,A229734042,20210318094128,1000,440,,20210318143130,Zoe,1,,20210321100000,20210321140000,,,,,,,,,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16160338792850457,A229734042,20210318101759,500,340,,20210322154101,asd91125,1,,20210322100000,20210322160000,20210322120846,20210322153302,13913,13940,,340,,0,,,,,1,3/18已付訂金200元,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16160340544490174,R123831099,20210318102054,500,650,,20210320144718,Kidd,1,,20210320090000,20210320170000,20210320095319,20210320144656,15851,15905,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16160392964530444,L125096253,20210318114816,400,876,,20210319114645,asd91125,1,,20210318113000,20210319113000,20210318115407,20210319114300,9078,9170,,780,,96,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16160502323930818,F225111128,20210318145032,400,580,,20210321182645,哲哲,1,,20210321090000,20210321170000,20210321091710,20210321182450,16004,16053,,580,,0,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16160582753950179,O200319000,20210318170435,500,14192,,20210320195539,Kidd,1,,20210320100000,20210320190000,20210320115933,20210320194807,30000,34444,,580,,460,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16161165193030286,H122919097,20210319091519,400,813,,20210320174724,Kidd,1,,20210320090000,20210320190000,20210320100315,20210320174416,15768,15839,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16161167018270095,A229569698,20210319091821,1000,680,,20210323160428,Zoe,1,,20210322100000,20210323100000,,,,,,,,,,,未租車取消,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16161264454890178,LD30281884,20210319120045,400,1398,,20210404101858,哲哲,1,,20210402120000,20210404120000,20210402110317,20210404101715,7188,7414,,1370,,0,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16161407319470901,F129729268,20210319155851,1000,680,,20210319160123,admin,1,,20210319153000,20210320153000,,,,,,,,,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16161468443620169,L225162647,20210319174044,400,890,,20210320181101,Kidd,1,,20210319173000,20210320183000,20210319174512,20210320180610,15948,16003,,790,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16162066984150224,L123931679,20210320101818,400,10063,,20210320185859,Kidd,1,,20210320101818,20210320190000,20210320101818,20210320185700,9170,9171,,780,,9283,,,,,1,現場,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16162145943110150,B122913893,20210320122954,400,890,,20210321131130,哲哲,1,,20210320122954,20210321120000,20210320122954,20210321131024,17788,17891,,780,,0,,,,,1,現場,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16162880224150667,R123883502,20210321085342,400,519,,20210404181248,哲哲,1,,20210404093000,20210404190000,20210404102346,20210404181156,16305,16378,,480,,0,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16162881496610388,Q223038277,20210321085549,500,800,,20210323130020,哲哲,1,,20210322170000,20210323110000,20210322171052,20210323125950,8265,8348,,680,,-49,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16163818662550381,B123234720,20210322105746,400,820,,20210322164937,asd91125,1,,20210322105746,20210322190000,20210322105746,20210322163029,8220,8265,,780,,60,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16164866213770950,L224441274,20210323160341,500,504,,20210328171531,asd91125,1,,20210328110000,20210328190000,20210328105403,20210328171154,9010,9078,,480,,0,,,,,1,1台車 陽明山看海芋,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16165697804020545,H124197839,20210324150940,400,560,,20210328191228,asd91125,1,,20210328130000,20210328173000,20210328130608,20210328190708,16144,16203,,450,,0,,,,,1,一台車,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16165736960380774,F127084088,20210324161456,500,1562,,20210326142605,asd91125,1,,20210324161456,20210326150000,20210324161456,20210326142300,8349,8513,,1460,,-30,,,,,1,九份旅遊,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16166461738640551,N126211809,20210325122253,500,580,,20210327113835,哲哲,1,,20210326140000,20210327160000,20210326163426,20210327113444,9419,9443,,580,,0,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16166596075830723,L170004250,20210325160647,500,939,,20210327153056,哲哲,1,,20210325160000,20210327160000,20210326170641,20210327152916,13720,13833,,780,,0,,,,,1,一台車 非預約,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16166709367960020,F126073616,20210325191536,500,1300,,20210328182003,asd91125,1,,20210327130000,20210328190000,20210327133640,20210328181647,6772,6877,,1340,,-30,,,,,1,一台車,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16167216993930672,E123496464,20210326092139,400,978,,20210326183410,哲哲,1,,20210326090000,20210327090000,20210326095251,20210326183312,3444,3570,,780,,0,,,,,1,一台車,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16167290491900305,"O200420133 ",20210326112409,500,1110,,20210327141900,哲哲,1,,20210326110000,20210327163000,20210326114153,20210327141732,8903,9010,,1230,,100,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16167327602010322,R224032752,20210326122600,400,28560,,20210507113635,asd91125,1,,20210308140000,20210408140000,20210326122721,20210507113614,2399,2400,,9060,,0,,,,,1,建設公司 長租一個月,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16167343882710651,FA30063279,20210326125308,500,21080,,20210326125308,admin,1,,20210325123000,20210425123000,20210325123000,,663,0,,21080,,709,,,,,1,,,1000,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16168054098920909,F129491858,20210327083649,1000,680,,20210327102818,哲哲,1,,20210327090000,20210327193000,,,,,,,,,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16168054574970919,F129491858,20210327083737,1000,680,,20210327102823,哲哲,1,,20210327093000,20210327193000,,,,,,,,,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16168055759700188,A126137665,20210327083935,400,1240,,20210404185328,哲哲,1,,20210403113000,20210404183000,20210403125149,20210404184942,14034,14119,,1240,,0,,,,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16168056957540128,J122608009,20210327084135,1100,4340,,20210527121546,Zoe,1,,20210508100000,20210514160000,,,,,,4540,,,,,疫情取消,,1,"要去環島,已收1000元訂金",,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16168056974340357,J122608009,20210327084137,1000,252260,,20210327150501,哲哲,1,,20210417100000,20220422160000,,,,,,,,,,,,,1,要去環島,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16168116454460122,A1278k6489,20210327102045,1000,125120,,20210327102853,哲哲,1,,20210327100000,20210927100000,,,,,,,,,,,已經成立訂單,,1,,,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16168116478790346,A1278k6489,20210327102047,400,123,,20230910145725,admin,1,,20210327100000,20210927100000,20210327102221,20230910145725,16236,16237,,123,,0,,,,,1,長租不收200元訂金’收6000元押金,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16168122272690064,S224432011,20210327103027,500,1341,,20210328164907,asd91125,1,,20210327100000,20210328180000,20210327103400,20210328164557,13644,13791,,1260,,0,,,,,1,"身分證出來是周,但實際是余芷若",,200,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16168132292560698,"L123006411 ",20210327104709,400,804,,20210328092725,asd91125,1,,20210327103000,20210328093000,20210327104924,20210328092522,8514,8582,,780,,0,,,,,1,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
